student_id,department,specialization,current_year,semester,gender,cgpa,semester_gpa,cgpa_trend,backlog_count,internal_marks_avg,assignment_submission_rate,lab_performance_score,project_score,academic_risk_score,attendance_percentage,classes_missed,attendance_trend,lms_login_frequency,course_completion_rate,video_watch_percentage,quiz_attempt_rate,study_hours_per_week,club_participation_score,hackathon_count,technical_event_participation,leadership_score,extracurricular_score,fee_delay_days,scholarship_status,financial_stress_score,mentor_meetings_count,mentor_feedback_score,intervention_history_count,counseling_sessions,communication_score,presentation_score,teamwork_score,coding_score,aptitude_score,problem_solving_score,database_score,web_development_score,ai_ml_score,cloud_score,cybersecurity_score,linkedin_profile_score,resume_score,github_activity_score,portfolio_score,certification_count,career_readiness_score,mock_interview_score,group_discussion_score,placement_readiness_score,placement_probability,internship_count,industry_project_count,open_source_contributions,motivation_score,stress_score,time_management_score,consistency_score,academic_risk_band,dropout_risk_band,placement_risk_band,recommended_intervention,recommended_career_path,recommended_certification,recommended_course_track
STU202611711,AI & ML,Computer Vision,Third Year,6,Female,8.77,8.93,Stable,1,82.16,94.5,88.75,93.58,27.32,93.98,3,Stable,21,86.13,82.62,92.72,17,43.58,1,8,45.86,56.36,8,Partial Scholarship,41.45,5,81.88,0,0,74.95,72.15,78.22,92.52,79.51,81.56,82.32,63.85,89.97,77.07,86.57,67.37,74.24,69.12,81.01,6,100.0,90.69,70.59,77.87,70.91,1,2,1,75.75,58.63,63.74,77.43,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611712,Mechanical Engineering,Robotics & Automation,Final Year,7,Male,8.61,9.17,Upward,1,83.23,90.25,87.23,92.7,31.66,83.36,7,Stable,20,83.31,64.89,84.22,27,56.68,1,2,55.18,66.59,12,Partial Scholarship,31.71,5,67.83,0,0,55.95,44.79,64.23,42.71,82.69,69.97,73.41,52.95,47.58,52.97,66.15,64.61,67.76,54.99,65.55,3,71.85,68.47,58.09,70.88,66.23,3,1,0,65.89,44.64,64.69,82.16,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611713,Information Technology,Data Analytics,First Year,1,Female,7.14,7.19,Stable,0,65.81,77.31,69.96,64.48,13.32,81.69,8,Stable,19,79.14,64.48,76.45,14,61.53,3,5,79.34,79.95,1,No Scholarship,16.66,6,55.75,0,1,57.82,60.88,71.41,66.68,48.68,49.67,56.17,42.67,46.23,49.36,48.62,72.2,46.1,56.43,51.9,1,55.74,74.84,64.91,51.59,21.88,0,0,0,45.1,13.09,53.92,46.19,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Entrepreneurship Track
STU202611714,AI & ML,Machine Learning,Third Year,6,Male,7.94,7.85,Downward,0,76.98,83.41,82.98,80.92,15.68,86.72,6,Stable,20,83.14,81.57,73.58,22,43.52,1,4,59.47,44.1,1,No Scholarship,32.3,5,63.5,0,0,70.19,64.83,58.26,79.24,77.07,78.47,77.69,57.84,98.82,68.79,94.13,64.76,71.54,62.71,62.9,4,83.83,84.19,76.97,65.8,61.79,0,1,0,69.45,44.61,67.42,61.47,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202611715,Computer Engineering,Cloud Computing,First Year,2,Male,8.36,8.54,Stable,0,82.66,81.55,95.02,81.18,11.74,88.23,5,Improving,19,88.95,76.22,91.27,18,71.56,2,3,57.77,66.14,5,Partial Scholarship,49.16,5,70.87,0,0,82.4,72.4,91.13,52.33,79.8,64.18,69.04,72.59,58.1,53.32,66.0,83.98,67.68,40.49,69.72,5,94.44,83.18,90.94,56.98,32.51,0,2,1,49.7,41.17,78.52,76.92,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611716,Electrical Engineering,Power Systems,Second Year,4,Male,8.98,9.04,Stable,0,87.11,90.57,91.36,78.63,8.34,98.76,1,Improving,21,100.0,92.92,93.65,20,66.16,1,4,64.18,56.88,7,Partial Scholarship,32.54,5,75.1,1,1,54.03,55.82,61.43,71.08,70.76,69.87,73.44,66.72,41.48,55.17,70.21,52.97,57.44,63.72,69.22,2,60.24,70.52,62.76,58.64,32.81,0,1,0,68.39,33.73,78.43,82.21,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611717,Electrical Engineering,Electric Vehicles,First Year,2,Male,7.46,7.1,Upward,0,62.73,78.19,80.09,67.79,27.58,79.67,9,Declining,12,66.72,79.76,77.53,17,70.7,1,4,50.63,38.74,7,No Scholarship,45.54,6,45.32,0,1,71.7,62.17,66.75,75.24,77.43,67.2,71.6,61.29,53.73,76.4,86.55,68.49,72.29,69.65,64.79,2,75.88,89.37,76.2,60.77,28.18,0,1,0,43.96,42.68,61.42,70.92,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Academic Support & Catch-Up Track
STU202611718,AI & ML,Machine Learning,Final Year,7,Female,9.44,9.6,Downward,0,97.72,93.61,89.32,88.63,8.02,92.61,3,Improving,19,96.97,85.76,91.97,26,59.94,1,2,61.44,70.72,19,Partial Scholarship,54.22,4,80.58,0,2,67.36,69.41,69.49,89.91,91.69,88.52,81.08,61.19,93.26,83.37,71.75,63.03,64.13,53.7,68.72,3,75.19,70.32,65.41,68.5,74.23,0,1,1,73.02,58.16,74.98,75.59,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202611719,AI & Data Science,Big Data Engineering,Second Year,4,Male,7.81,8.08,Stable,3,71.14,73.25,67.89,76.33,73.62,79.52,9,Declining,12,67.73,72.46,75.94,10,81.06,1,5,97.88,84.83,0,No Scholarship,67.2,6,56.38,1,2,81.7,86.05,81.1,60.75,49.15,49.15,63.29,54.93,57.89,52.93,48.14,74.36,54.33,35.17,57.96,1,74.35,80.42,97.79,53.15,18.68,0,2,0,51.33,86.82,52.6,68.39,High,High,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611720,AI & Data Science,Data Science,Second Year,3,Male,8.41,8.5,Stable,0,87.26,77.97,80.51,71.16,8.28,89.0,5,Improving,19,86.75,66.03,76.55,22,50.5,1,3,59.88,42.79,8,Partial Scholarship,35.99,5,67.59,0,0,59.62,52.1,56.13,73.61,71.43,75.64,63.87,45.64,63.85,58.79,62.07,71.25,50.92,36.53,55.48,0,57.91,77.1,73.1,56.98,30.94,0,2,0,67.45,33.46,53.54,68.77,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611721,Information Technology,Enterprise Systems,Second Year,3,Male,8.28,7.99,Stable,0,81.95,82.15,87.87,73.71,14.4,90.23,4,Improving,19,87.2,78.3,77.11,24,63.07,0,4,54.0,64.56,5,Partial Scholarship,25.07,5,73.54,0,0,76.82,75.38,76.21,72.32,74.78,67.34,52.57,60.76,57.4,71.39,62.5,84.13,81.51,56.6,58.23,0,63.1,90.56,79.31,67.34,33.37,1,0,0,59.77,32.52,70.68,89.31,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611722,AI & Data Science,Data Science,Final Year,8,Female,7.96,7.9,Stable,0,78.73,78.41,81.2,80.73,22.53,83.09,8,Stable,12,92.23,80.49,84.6,19,61.42,1,5,56.46,49.97,1,No Scholarship,50.06,5,55.01,1,3,66.58,62.75,64.92,95.6,78.88,84.45,59.08,64.56,86.41,72.73,85.88,63.22,76.18,95.48,71.15,2,77.06,86.79,64.73,77.84,75.4,1,2,2,48.03,41.64,62.12,75.77,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202611723,Information Technology,Enterprise Systems,Final Year,8,Male,8.69,8.68,Stable,1,85.13,85.33,96.07,83.0,30.0,91.72,4,Stable,16,88.0,83.63,85.19,21,63.43,0,5,59.56,60.9,8,Partial Scholarship,50.44,5,78.49,0,0,67.64,58.72,60.0,77.45,75.95,75.84,86.56,73.38,52.82,75.74,84.91,69.68,62.64,42.92,73.01,4,82.8,80.9,72.05,68.55,66.91,1,1,0,65.19,57.52,61.57,83.49,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611724,AI & ML,Deep Learning,First Year,2,Male,8.51,8.41,Stable,0,85.95,87.16,86.26,85.63,15.61,92.9,3,Stable,18,90.37,84.88,88.41,19,68.08,0,6,86.94,78.27,2,Partial Scholarship,34.84,5,68.13,0,0,76.56,77.32,78.82,71.07,65.69,61.9,73.88,40.23,80.26,62.78,73.72,85.84,64.05,52.42,55.59,2,75.15,74.84,76.86,53.34,30.14,0,1,1,68.88,38.33,79.46,81.2,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Entrepreneurship Track
STU202611725,Electrical Engineering,Electric Vehicles,First Year,1,Male,7.43,7.62,Upward,1,71.9,79.71,69.54,64.62,33.32,83.12,8,Stable,16,74.05,68.46,69.18,21,82.75,0,3,59.54,55.17,2,No Scholarship,27.33,6,52.93,1,0,69.48,72.49,85.43,53.48,55.11,62.75,64.38,50.79,44.49,45.98,43.48,68.2,43.75,38.56,60.26,4,69.44,67.16,74.96,46.36,23.06,0,0,1,38.71,58.25,54.33,64.4,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611726,Electronics & Telecommunication,Signal Processing,Third Year,6,Male,6.9,6.66,Stable,2,68.6,70.76,83.73,65.53,59.61,75.16,11,Stable,10,65.96,69.68,66.39,4,59.98,0,4,72.32,65.12,0,No Scholarship,30.34,6,47.93,0,1,68.41,67.8,74.23,53.95,48.82,61.72,53.47,63.72,58.1,54.32,81.02,59.23,65.75,44.64,65.48,3,84.69,81.89,78.89,56.99,31.66,1,3,0,56.43,63.29,53.9,43.83,Medium,Medium,High,Intensive Bootcamp & Placement Officer Matching,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611727,AI & ML,Computer Vision,Second Year,4,Male,7.38,7.71,Downward,0,72.46,86.47,86.97,76.42,19.64,84.35,7,Stable,15,83.11,87.28,78.78,18,52.57,2,5,57.48,68.39,3,No Scholarship,45.89,5,65.77,1,0,56.5,56.04,52.68,82.04,74.47,62.79,89.22,67.98,92.16,77.91,76.17,60.93,67.76,48.66,64.71,2,65.07,75.71,65.8,62.19,29.6,0,0,0,68.79,54.69,63.48,63.0,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611728,Civil Engineering,Structural Engineering,Second Year,4,Female,8.12,8.01,Stable,0,68.95,76.63,79.1,88.57,19.22,76.61,11,Stable,13,76.89,67.35,78.42,12,73.89,1,4,80.86,66.84,6,Partial Scholarship,35.41,6,54.16,0,0,85.4,88.68,80.29,40.24,57.71,52.47,62.6,37.33,36.24,47.56,55.8,66.69,55.37,17.0,54.65,3,67.85,68.03,99.45,47.65,32.77,0,0,1,60.63,48.3,55.48,63.04,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611729,Information Technology,Information Security,Final Year,8,Male,8.79,8.76,Downward,0,76.03,88.59,79.15,69.5,15.8,82.42,8,Stable,15,91.29,90.38,77.67,14,56.13,0,3,55.72,58.92,7,Partial Scholarship,37.0,5,55.4,0,1,86.97,83.0,74.04,80.08,66.68,70.29,68.19,70.73,51.21,63.46,60.33,76.6,63.07,64.65,68.65,2,72.18,100.0,71.01,62.52,72.34,0,0,0,71.4,41.74,68.72,52.96,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202611730,Electronics & Telecommunication,Embedded Systems,First Year,1,Male,8.05,7.95,Downward,0,73.49,86.33,84.6,71.62,17.45,85.56,6,Improving,15,90.13,75.04,81.59,19,85.33,1,0,74.93,57.79,0,Partial Scholarship,42.42,5,66.36,0,0,65.3,67.59,65.51,47.03,71.72,64.29,59.7,47.87,48.14,43.25,69.49,77.35,56.38,23.81,55.84,1,56.36,62.79,67.09,47.04,28.33,0,0,0,59.46,53.94,53.32,57.94,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611731,Computer Engineering,Software Engineering,Final Year,7,Female,6.43,6.73,Stable,0,62.27,72.37,74.87,63.21,14.05,81.65,8,Stable,13,70.15,62.15,66.2,11,54.95,0,0,45.27,38.52,0,No Scholarship,26.1,6,51.93,0,0,57.16,54.37,50.87,63.36,73.08,71.94,55.63,22.12,46.89,44.63,75.8,61.9,52.55,41.13,45.47,0,48.03,58.63,50.08,69.15,55.93,3,1,0,37.9,31.37,43.86,59.18,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202611732,Electronics & Telecommunication,Signal Processing,First Year,2,Male,9.01,8.36,Downward,0,79.08,91.66,90.38,75.08,16.74,90.66,4,Improving,21,91.98,84.47,91.28,29,82.22,2,5,59.22,71.33,5,Partial Scholarship,42.59,5,68.35,2,1,79.47,76.54,79.13,72.93,75.45,71.89,71.94,63.75,55.01,82.85,62.24,79.08,58.35,24.02,58.95,2,69.91,72.46,70.79,61.91,36.45,0,1,1,45.8,48.05,65.6,63.37,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611733,Electronics & Telecommunication,IoT,First Year,2,Male,8.65,8.91,Upward,1,81.48,91.6,77.36,77.6,28.88,83.88,7,Improving,20,86.7,85.16,90.81,18,62.17,1,4,57.64,53.5,1,Partial Scholarship,21.22,5,68.18,0,0,76.19,70.22,75.33,75.1,85.11,75.45,73.91,64.26,72.54,61.74,93.17,75.97,72.94,47.5,72.54,2,75.37,80.15,56.94,61.01,30.63,0,0,0,89.4,41.5,68.99,77.35,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Academic Support & Catch-Up Track
STU202611734,Electrical Engineering,Renewable Energy,Second Year,4,Male,6.49,6.58,Stable,2,71.71,75.81,64.49,66.75,56.14,74.18,12,Declining,9,76.48,72.3,63.12,16,57.24,2,5,47.9,31.4,1,No Scholarship,39.1,6,35.87,4,1,61.23,49.86,71.43,57.35,58.75,63.32,59.81,70.63,49.43,47.26,43.01,56.16,57.29,31.92,59.24,1,64.82,70.55,59.41,56.57,19.26,1,3,1,58.73,73.42,33.72,51.45,Medium,Medium,Critical,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611735,Electronics & Telecommunication,IoT,Third Year,6,Male,9.02,8.98,Upward,0,82.25,90.25,80.97,94.69,8.96,100.0,0,Improving,20,86.94,75.66,89.72,21,52.73,2,4,53.78,59.54,2,Partial Scholarship,38.07,5,87.99,0,0,69.92,65.24,63.45,79.69,77.37,81.85,78.94,65.6,74.3,68.71,83.53,70.14,57.37,88.49,81.63,3,77.85,81.88,70.02,78.56,76.84,2,1,0,82.84,48.73,70.83,82.72,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Research & Innovation Track
STU202611736,Computer Engineering,Software Engineering,First Year,1,Female,9.01,9.29,Downward,0,91.34,85.0,98.27,72.22,11.87,91.41,4,Declining,19,95.6,88.66,84.77,27,49.57,1,4,50.07,68.99,2,Fully Funded,49.97,5,85.0,0,0,60.42,59.82,59.73,79.12,82.94,80.06,81.55,46.29,61.3,61.56,71.65,63.57,49.13,14.26,52.99,1,54.08,85.86,62.67,65.09,40.53,0,0,1,65.32,51.28,75.58,71.61,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611737,Computer Engineering,Software Engineering,Third Year,6,Female,7.9,7.93,Stable,0,76.72,90.46,85.55,72.85,7.75,84.15,7,Stable,17,86.41,72.68,82.68,19,56.25,2,3,53.85,66.02,39,No Scholarship,44.77,5,59.52,0,1,81.4,80.42,79.69,60.98,80.51,60.02,59.3,50.49,51.6,59.82,80.66,81.12,64.99,44.32,52.6,2,74.31,85.91,73.09,57.23,59.59,0,1,0,73.64,42.19,57.82,76.81,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202611738,Electronics & Telecommunication,IoT,Second Year,4,Female,8.68,8.6,Stable,1,84.52,84.09,88.02,87.06,25.67,87.97,5,Stable,23,89.87,78.13,85.31,22,61.91,1,5,47.1,65.28,2,Partial Scholarship,26.3,5,62.61,0,0,75.07,62.59,64.05,61.25,81.46,76.47,74.9,69.4,74.46,72.36,55.74,65.61,79.28,57.69,72.4,3,76.78,75.62,59.94,68.31,30.77,1,0,3,86.82,75.58,58.1,61.77,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611739,Electrical Engineering,Electric Vehicles,First Year,2,Female,8.27,8.21,Stable,0,71.87,88.7,76.51,82.34,7.25,91.61,4,Improving,19,89.48,86.37,89.01,19,53.84,1,2,45.78,49.26,6,Partial Scholarship,28.22,5,61.7,0,0,69.43,61.67,52.88,55.75,73.2,68.32,72.91,61.25,63.35,62.87,57.98,61.27,74.9,58.92,74.01,5,82.86,65.79,74.77,52.31,29.05,0,0,0,78.02,22.32,65.13,74.32,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611740,Computer Engineering,Software Engineering,Final Year,7,Male,8.53,8.09,Upward,0,81.25,80.59,90.8,80.88,5.8,95.03,2,Stable,23,90.94,97.32,78.28,27,50.16,2,1,58.11,54.54,1,Partial Scholarship,18.57,5,85.86,0,0,67.71,73.03,69.28,78.69,72.45,68.71,67.23,54.49,57.34,65.15,74.62,50.62,63.72,28.48,57.27,0,57.49,85.72,62.32,74.46,75.84,2,1,0,76.63,46.02,63.29,76.6,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202611741,Computer Engineering,Software Engineering,Final Year,7,Male,6.36,6.65,Stable,0,71.19,73.75,69.92,57.19,19.46,79.36,9,Improving,14,72.15,65.58,62.32,13,61.98,1,2,45.29,51.47,5,No Scholarship,48.12,6,46.94,0,0,57.68,61.07,54.34,63.71,55.71,53.63,60.71,52.38,42.35,54.61,64.3,55.85,60.92,36.97,57.16,1,50.38,56.93,63.01,48.75,42.29,0,0,0,39.43,56.52,57.73,60.75,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611742,Electrical Engineering,Renewable Energy,Third Year,6,Male,8.71,8.57,Downward,4,74.44,80.62,85.84,76.38,83.5,84.72,7,Stable,13,92.87,84.64,69.66,17,39.48,1,3,53.92,36.15,4,Fully Funded,88.11,5,67.67,1,1,83.46,70.62,60.49,53.28,62.98,66.17,58.45,49.3,33.05,34.49,55.3,72.0,57.92,42.02,56.55,4,79.8,84.17,72.26,64.28,38.07,1,0,0,59.29,100.0,44.45,61.45,Critical,Critical,High,Mandatory Peer Tutoring & Weekly Mentor Review,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611743,Civil Engineering,Structural Engineering,Final Year,8,Male,6.16,6.3,Stable,2,57.02,70.23,80.61,79.52,62.38,73.79,12,Stable,12,64.21,64.46,70.02,11,69.23,0,4,51.02,49.01,10,No Scholarship,32.68,7,35.66,2,0,64.65,60.06,65.69,41.86,58.22,62.17,58.3,48.55,33.05,54.17,69.38,57.29,66.97,51.23,76.42,0,54.88,64.25,71.45,43.08,24.88,0,0,1,41.61,43.22,38.14,46.38,High,Medium,High,Mandatory Peer Tutoring & Weekly Mentor Review,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611744,AI & ML,Deep Learning,First Year,1,Non-Binary,9.03,9.5,Downward,0,97.83,96.49,93.0,85.19,2.71,91.76,4,Stable,15,88.38,90.62,92.49,24,52.27,2,3,70.25,35.72,0,Partial Scholarship,8.32,5,66.09,0,2,53.06,46.46,58.18,82.7,93.49,77.31,83.07,60.99,96.51,81.32,70.24,59.86,58.92,60.85,83.09,2,67.27,72.59,63.84,69.04,36.49,0,1,1,89.53,26.18,78.16,63.83,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611745,Computer Engineering,Full Stack Development,Second Year,4,Female,7.53,7.99,Stable,1,71.74,78.99,80.16,74.6,33.36,76.8,10,Stable,12,73.01,78.73,70.92,12,41.2,3,3,57.44,50.05,1,No Scholarship,18.94,6,58.98,1,0,70.9,69.52,69.22,62.35,56.76,48.57,74.95,54.68,59.28,59.46,57.72,69.33,48.13,59.78,68.66,0,54.58,70.0,75.9,60.03,26.65,1,0,0,53.33,58.78,48.36,67.9,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611746,Information Technology,Data Analytics,Second Year,4,Male,7.52,7.82,Downward,1,85.74,84.5,78.48,72.89,30.36,86.36,6,Improving,14,77.63,80.46,74.69,18,47.5,7,3,49.8,32.7,2,No Scholarship,58.64,6,53.75,1,4,44.8,40.7,46.95,65.55,64.1,60.07,65.33,48.05,66.57,62.47,47.62,51.5,51.54,39.73,55.83,1,54.25,76.93,43.49,60.69,23.62,0,1,0,58.61,76.42,58.06,53.9,Low,Medium,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611747,Electrical Engineering,Renewable Energy,Final Year,8,Male,8.95,8.48,Upward,0,81.78,95.8,82.67,92.06,11.63,85.37,7,Stable,19,93.34,80.71,95.64,25,54.84,2,6,57.99,72.15,2,Partial Scholarship,25.29,5,80.31,0,0,78.82,65.57,72.46,80.02,69.12,66.49,77.95,71.16,91.07,76.67,88.8,83.61,84.02,70.5,68.49,3,78.26,82.49,86.15,78.72,87.12,2,0,0,75.57,36.0,81.71,80.49,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Placement Fast Track
STU202611748,AI & ML,Machine Learning,Third Year,6,Male,8.81,8.97,Stable,1,83.06,95.89,88.84,83.11,28.6,85.26,7,Stable,20,91.73,100.0,87.35,28,43.41,0,3,58.66,66.59,5,Fully Funded,71.41,5,54.65,0,0,67.89,66.59,63.84,67.84,76.49,68.13,66.13,39.61,69.79,47.62,60.12,57.58,58.36,32.22,63.08,2,64.35,65.48,77.05,60.53,58.93,1,0,0,61.12,85.84,66.14,73.63,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611749,Computer Engineering,Software Engineering,First Year,1,Male,7.53,7.75,Upward,0,67.69,85.23,77.33,84.83,20.05,74.82,11,Declining,15,76.82,76.74,83.47,20,60.4,4,6,65.39,62.48,4,No Scholarship,19.55,6,44.18,1,0,82.48,76.15,84.3,85.09,72.67,73.36,62.16,75.69,60.32,57.29,90.67,71.23,60.57,65.57,74.74,0,62.41,87.42,93.3,71.16,32.69,0,0,1,62.52,38.39,63.68,52.24,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202611750,Information Technology,Enterprise Systems,Second Year,3,Male,8.52,8.32,Stable,0,88.0,83.67,79.09,82.58,16.08,83.56,7,Stable,19,82.22,78.15,86.62,19,67.01,2,2,65.48,61.54,2,Partial Scholarship,31.86,5,65.39,0,0,65.33,70.62,65.35,62.13,86.4,73.29,63.79,65.6,71.08,55.55,61.04,67.81,52.74,51.13,76.88,2,61.88,68.41,77.22,66.99,34.32,1,0,3,61.84,20.89,69.14,78.35,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Research & Innovation Track
STU202611751,Electrical Engineering,Renewable Energy,First Year,1,Male,8.95,8.97,Downward,1,88.73,94.4,89.47,65.78,22.8,90.89,4,Stable,11,84.94,77.92,85.47,21,58.84,0,3,34.09,73.77,1,Partial Scholarship,17.13,5,81.55,1,0,65.99,57.05,70.53,48.92,71.37,57.7,71.87,41.29,52.33,52.02,60.49,72.88,64.76,22.51,41.87,0,54.8,72.83,60.07,49.43,28.45,0,1,1,69.04,41.49,68.29,62.27,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611752,Information Technology,Information Security,First Year,2,Female,8.44,8.58,Stable,0,75.28,80.51,79.57,89.24,15.93,86.81,6,Stable,14,92.17,90.14,93.38,22,30.91,3,2,55.19,43.04,14,Partial Scholarship,48.48,5,65.15,2,1,70.02,62.95,59.73,82.57,67.5,75.03,83.05,72.79,65.59,82.44,69.92,45.76,79.61,82.63,78.22,4,86.93,73.04,67.54,65.56,35.87,0,3,0,64.69,44.03,71.8,71.46,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
